Order ID,Sales,Ship Date
US-2020-145366,57.576,13-12-2020
CA-2020-163979,725.84,02-01-2021
CA-2018-155334,209.93,31-07-2018
CA-2018-155334,5.28,31-07-2018
CA-2018-155334,10.92,31-07-2018
CA-2020-118136,8.82,17-09-2020
CA-2020-118136,5.98,17-09-2020
CA-2020-132976,11.648,17-10-2020
CA-2020-132976,18.176,17-10-2020
CA-2020-132976,59.712,17-10-2020
CA-2020-132976,24.84,17-10-2020
US-2018-161991,2.08,28-09-2018
US-2018-161991,1114.4,28-09-2018
CA-2018-130890,1038.84,06-11-2018
CA-2018-130883,141.76,02-10-2018
CA-2018-130883,239.8,02-10-2018
CA-2018-130883,31.104,02-10-2018
CA-2019-112697,254.058,20-12-2019
CA-2019-112697,194.528,20-12-2019
CA-2019-112697,961.48,20-12-2019
CA-2019-110772,19.096,24-11-2019
CA-2019-110772,18.496,24-11-2019
CA-2019-110772,255.984,24-11-2019
CA-2019-110772,86.97,24-11-2019
CA-2017-111451,300.416,28-12-2017
CA-2017-111451,230.352,28-12-2017
CA-2017-111451,218.352,28-12-2017
CA-2017-111451,78.6,28-12-2017
CA-2017-111451,27.552,28-12-2017
CA-2019-142545,32.4,03-11-2019
CA-2019-142545,1082.48,03-11-2019
CA-2019-142545,56.91,03-11-2019
CA-2019-142545,77.6,03-11-2019
CA-2019-142545,14.28,03-11-2019
US-2020-152380,219.075,23-11-2020
CA-2018-144253,26.8,09-05-2018
CA-2017-130960,9.84,04-01-2018
CA-2017-111003,45.48,06-06-2017
CA-2017-111003,289.2,06-06-2017
CA-2020-126774,4.89,17-04-2020
CA-2019-142902,15.136,14-09-2019
CA-2019-142902,466.768,14-09-2019
CA-2019-142902,15.232,14-09-2019
CA-2019-142902,6.264,14-09-2019
CA-2017-120887,87.54,03-10-2017
CA-2017-167850,178.384,16-08-2017
CA-2017-167850,15.552,16-08-2017
CA-2017-164259,99.136,30-12-2017
CA-2017-164973,135.882,09-11-2017
CA-2017-164973,3991.98,09-11-2017
CA-2017-164973,275.94,09-11-2017
CA-2017-164973,360,09-11-2017
CA-2017-164973,43.57,09-11-2017
CA-2017-156601,7.16,24-09-2017
CA-2019-162138,251.52,27-04-2019
CA-2019-162138,99.99,27-04-2019
CA-2020-153339,15.992,05-11-2020
US-2019-141544,290.898,01-09-2019
US-2019-141544,54.224,01-09-2019
US-2019-141544,786.744,01-09-2019
US-2019-141544,100.24,01-09-2019
US-2019-141544,37.764,01-09-2019
US-2019-150147,82.8,29-04-2019
US-2019-150147,20.724,29-04-2019
US-2019-150147,4.896,29-04-2019
CA-2018-137946,4.752,04-09-2018
CA-2018-137946,959.984,04-09-2018
CA-2018-137946,14.368,04-09-2018
CA-2017-129924,7.712,17-07-2017
CA-2017-129924,698.352,17-07-2017
CA-2018-128167,4.96,26-06-2018
CA-2017-122336,17.856,17-04-2017
CA-2017-122336,509.97,17-04-2017
CA-2017-122336,30.992,17-04-2017
CA-2017-122336,71.928,17-04-2017
US-2018-120712,88.8,24-12-2018
CA-2020-169901,47.976,19-06-2020
CA-2020-134306,7.56,12-07-2020
CA-2020-134306,24.56,12-07-2020
CA-2020-134306,12.96,12-07-2020
CA-2019-129714,6.79,03-09-2019
CA-2019-129714,24.56,03-09-2019
CA-2019-129714,3.048,03-09-2019
CA-2019-129714,49.12,03-09-2019
CA-2019-129714,4355.168,03-09-2019
CA-2019-138520,388.704,13-04-2019
CA-2019-138520,8.26,13-04-2019
CA-2019-138520,17.04,13-04-2019
CA-2019-138520,34.4,13-04-2019
CA-2019-130001,36.24,28-04-2019
CA-2020-155698,647.84,11-03-2020
CA-2020-155698,20.7,11-03-2020
CA-2020-144904,20.7,01-10-2020
CA-2020-144904,488.646,01-10-2020
CA-2020-144904,5.56,01-10-2020
CA-2020-144904,47.12,01-10-2020
CA-2017-123344,211.96,29-09-2017
CA-2019-155516,23.2,21-10-2019
CA-2019-155516,7.36,21-10-2019
CA-2019-155516,104.79,21-10-2019
CA-2019-155516,1043.92,21-10-2019
CA-2020-104745,25.92,04-06-2020
CA-2020-104745,53.424,04-06-2020
US-2017-119137,8.16,27-07-2017
US-2017-119137,1023.936,27-07-2017
US-2017-119137,9.24,27-07-2017
US-2017-119137,479.04,27-07-2017
US-2019-134656,99.136,01-10-2019
US-2020-134481,1488.424,01-09-2020
CA-2018-130792,8.652,05-05-2018
CA-2018-130792,23.832,05-05-2018
CA-2018-130792,12.176,05-05-2018
CA-2019-134775,50.96,29-10-2019
CA-2019-134775,49.536,29-10-2019
CA-2018-125395,41.9,29-06-2018
US-2018-168935,375.4575,02-12-2018
US-2018-168935,83.976,02-12-2018
CA-2018-122756,482.34,07-12-2018
CA-2018-122756,2.96,07-12-2018
CA-2017-115973,2.624,26-11-2017
CA-2020-101798,23.36,15-12-2020
CA-2020-101798,39.98,15-12-2020
US-2017-135972,246.384,23-09-2017
US-2017-135972,1799.97,23-09-2017
US-2017-134971,12.462,10-06-2017
CA-2020-102946,75.792,05-07-2020
CA-2020-165603,49.96,19-10-2020
CA-2020-165603,12.96,19-10-2020
CA-2018-122259,70.12,04-11-2018
CA-2019-108987,35.952,10-09-2019
CA-2019-108987,2396.2656,10-09-2019
CA-2019-108987,131.136,10-09-2019
CA-2019-108987,57.584,10-09-2019
CA-2017-113166,9.568,26-12-2017
CA-2017-155208,39.072,20-04-2017
CA-2020-117933,35.91,29-12-2020
CA-2020-117457,179.95,12-12-2020
CA-2020-117457,1199.976,12-12-2020
CA-2020-117457,27.15,12-12-2020
CA-2020-117457,1004.024,12-12-2020
CA-2020-117457,9.68,12-12-2020
CA-2020-117457,28.35,12-12-2020
CA-2020-117457,55.98,12-12-2020
CA-2020-117457,1336.829,12-12-2020
CA-2020-117457,113.568,12-12-2020
CA-2020-142636,139.86,07-11-2020
CA-2020-142636,307.136,07-11-2020
CA-2020-122105,95.92,28-06-2020
CA-2019-148796,383.8,18-04-2019
CA-2020-154816,5.78,10-11-2020
CA-2020-110478,9.32,09-03-2020
CA-2020-110478,15.25,09-03-2020
CA-2017-142048,196.752,25-06-2017
CA-2020-125388,56.56,23-10-2020
CA-2020-125388,32.7,23-10-2020
CA-2020-155705,866.4,23-08-2020
CA-2020-149160,28.4,26-11-2020
CA-2020-149160,287.92,26-11-2020
CA-2017-101476,69.99,13-09-2017
CA-2020-152275,6.672,08-10-2020
US-2019-123750,189.588,21-04-2019
US-2019-123750,408.744,21-04-2019
US-2019-123750,291.96,21-04-2019
US-2019-123750,4.768,21-04-2019
CA-2019-127369,714.3,07-06-2019
US-2017-150574,4.812,25-12-2017
US-2017-150574,247.8,25-12-2017
CA-2019-147375,1007.979,14-06-2019
CA-2019-147375,313.488,14-06-2019
CA-2020-130043,31.872,19-09-2020
CA-2020-157252,207.846,23-01-2020
CA-2019-115756,12.22,07-09-2019
CA-2019-115756,194.94,07-09-2019
CA-2019-115756,70.95,07-09-2019
CA-2019-115756,91.36,07-09-2019
CA-2019-115756,242.94,07-09-2019
CA-2019-115756,22.05,07-09-2019
CA-2020-154214,2.91,25-03-2020
CA-2019-166674,59.52,03-04-2019
CA-2019-166674,161.94,03-04-2019
CA-2019-166674,263.88,03-04-2019
CA-2019-166674,30.48,03-04-2019
CA-2019-166674,9.84,03-04-2019
CA-2019-166674,35.12,03-04-2019
CA-2020-147277,284.364,24-10-2020
CA-2020-147277,665.408,24-10-2020
CA-2019-100153,63.88,17-12-2019
US-2017-110674,129.568,18-02-2017
US-2019-157945,747.558,01-10-2019
US-2019-157945,8.928,01-10-2019
CA-2018-109638,103.92,22-12-2018
CA-2018-109638,899.91,22-12-2018
CA-2018-109638,51.312,22-12-2018
CA-2019-109869,23.56,29-04-2019
CA-2019-109869,1272.63,29-04-2019
CA-2019-109869,28.485,29-04-2019
CA-2019-109869,185.376,29-04-2019
CA-2019-109869,78.272,29-04-2019
US-2018-101399,254.744,24-01-2018
CA-2020-154907,205.3328,04-04-2020
US-2019-100419,4.788,20-12-2019
CA-2018-154144,55.48,24-12-2018
CA-2017-144666,340.92,11-11-2017
CA-2017-144666,222.666,11-11-2017
CA-2017-144666,703.968,11-11-2017
CA-2017-144666,92.52,11-11-2017
CA-2017-144666,62.65,11-11-2017
CA-2017-144666,94.85,11-11-2017
CA-2019-103891,95.76,19-07-2019
CA-2019-152632,40.2,02-11-2019
CA-2019-100790,14.7,02-07-2019
CA-2019-100790,704.25,02-07-2019
CA-2017-134677,9.09,10-10-2017
CA-2017-127691,5.96,27-07-2017
CA-2017-127691,159.98,27-07-2017
CA-2020-140963,29.6,13-06-2020
CA-2020-140963,514.165,13-06-2020
CA-2020-140963,279.96,13-06-2020
CA-2017-154627,2735.952,31-10-2017
CA-2017-133753,7.992,13-06-2017
CA-2017-133753,63.984,13-06-2017
CA-2017-133753,70.368,13-06-2017
CA-2017-113362,449.15,19-09-2017
CA-2017-113362,11.07,19-09-2017
CA-2019-169166,93.98,14-05-2019
US-2019-120929,189.882,21-03-2019
CA-2018-134782,105.42,31-12-2018
CA-2019-126158,119.616,31-07-2019
CA-2019-126158,255.76,31-07-2019
CA-2019-126158,241.568,31-07-2019
CA-2019-126158,69.3,31-07-2019
US-2019-105578,22.62,04-06-2019
US-2019-105578,14.952,04-06-2019
US-2019-105578,801.568,04-06-2019
US-2019-105578,2.376,04-06-2019
US-2019-105578,32.792,04-06-2019
CA-2020-134978,15.92,15-11-2020
CA-2018-145352,2.74,22-03-2018
CA-2018-145352,8.34,22-03-2018
CA-2018-145352,46.74,22-03-2018
CA-2018-145352,6354.95,22-03-2018
CA-2020-135307,126.3,27-11-2020
CA-2020-135307,38.04,27-11-2020
CA-2019-106341,7.152,23-10-2019
CA-2020-163405,6.63,25-12-2020
CA-2020-163405,5.88,25-12-2020
CA-2020-127432,2999.95,27-01-2020
CA-2020-127432,51.45,27-01-2020
CA-2020-127432,11.96,27-01-2020
CA-2020-127432,1126.02,27-01-2020
CA-2018-157812,18.392,26-03-2018
CA-2018-157812,129.568,26-03-2018
CA-2018-157812,14.112,26-03-2018
CA-2020-145142,210.98,25-01-2020
US-2019-139486,55.176,23-05-2019
US-2019-139486,66.26,23-05-2019
CA-2018-158792,22.2,02-01-2019
CA-2020-113558,683.952,26-10-2020
CA-2020-113558,45.696,26-10-2020
US-2018-138303,36.336,07-09-2018
US-2018-138303,666.248,07-09-2018
US-2018-138303,52.512,07-09-2018
CA-2018-102848,190.72,09-11-2018
US-2020-129441,47.94,11-09-2020
CA-2019-168753,979.95,01-06-2019
CA-2019-168753,22.75,01-06-2019
CA-2019-126613,16.768,16-07-2019
US-2020-122637,42.616,08-09-2020
CA-2018-147851,10.752,08-12-2018
CA-2018-134894,152.94,11-12-2018
CA-2018-134894,283.92,11-12-2018
CA-2017-140795,468.9,03-02-2017
CA-2019-136924,380.864,17-07-2019
US-2018-120161,646.776,23-12-2018
CA-2017-103849,58.112,16-05-2017
CA-2017-103849,100.792,16-05-2017
CA-2017-103849,66.112,16-05-2017
CA-2020-162929,41.28,22-11-2020
CA-2020-162929,13.36,22-11-2020
CA-2018-113173,250.272,17-11-2018
CA-2018-113173,11.364,17-11-2018
CA-2018-113173,8.72,17-11-2018
CA-2019-136406,1121.568,17-04-2019
CA-2020-112774,34.504,12-09-2020
CA-2020-101945,10.824,28-11-2020
CA-2020-100650,1295.78,03-07-2020
CA-2017-155852,19.456,07-03-2017
CA-2019-113243,20.7,15-06-2019
CA-2019-113243,1335.68,15-06-2019
CA-2019-113243,32.4,15-06-2019
CA-2020-118731,42.6,22-11-2020
CA-2020-118731,84.056,22-11-2020
CA-2017-145576,13,18-09-2017
CA-2017-145576,13.128,18-09-2017
CA-2018-130736,3.96,09-12-2018
CA-2018-130736,2.61,09-12-2018
CA-2020-137099,374.376,10-12-2020
CA-2020-156951,91.84,08-10-2020
CA-2020-156951,81.088,08-10-2020
CA-2020-156951,19.44,08-10-2020
CA-2020-156951,451.152,08-10-2020
CA-2020-164826,72.45,04-01-2021
CA-2020-164826,13.96,04-01-2021
CA-2020-164826,33.264,04-01-2021
CA-2020-164826,14.85,04-01-2021
CA-2019-127250,8.82,07-11-2019
CA-2018-149713,160.72,22-09-2018
CA-2018-149713,19.92,22-09-2018
CA-2018-149713,7.3,22-09-2018
CA-2020-118640,69.712,26-07-2020
CA-2020-118640,8.792,26-07-2020
CA-2018-132906,51.52,14-09-2018
CA-2020-145233,470.376,05-12-2020
CA-2020-145233,105.584,05-12-2020
CA-2020-145233,31.152,05-12-2020
CA-2020-145233,6.783,05-12-2020
CA-2020-145233,406.368,05-12-2020
CA-2018-128139,70.98,09-07-2018
CA-2018-128139,294.93,09-07-2018
US-2019-156986,84.784,24-03-2019
US-2019-156986,20.736,24-03-2019
US-2019-156986,16.821,24-03-2019
US-2019-156986,10.368,24-03-2019
CA-2017-135405,9.344,13-01-2017
CA-2017-135405,31.2,13-01-2017
CA-2017-131450,76.12,15-08-2017
CA-2017-131450,1199.976,15-08-2017
CA-2017-131450,445.96,15-08-2017
CA-2017-131450,327.76,15-08-2017
CA-2019-120180,11.632,16-07-2019
US-2019-100720,143.982,21-07-2019
US-2019-100720,494.376,21-07-2019
US-2019-100720,5.84,21-07-2019
CA-2017-149958,142.776,19-03-2017
CA-2017-149958,45.696,19-03-2017
CA-2017-149958,7.218,19-03-2017
CA-2017-149958,43.188,19-03-2017
CA-2017-149958,131.904,19-03-2017
US-2017-105767,3.282,27-05-2017
US-2017-105767,21.168,27-05-2017
US-2017-105767,55.188,27-05-2017
CA-2019-161816,369.576,01-05-2019
CA-2019-161816,15.712,01-05-2019
CA-2019-121223,8.448,13-09-2019
CA-2019-121223,728.946,13-09-2019
CA-2020-138611,119.94,17-11-2020
CA-2020-138611,3.648,17-11-2020
CA-2020-117947,40.48,23-08-2020
CA-2020-117947,9.94,23-08-2020
CA-2020-117947,107.424,23-08-2020
CA-2020-117947,37.91,23-08-2020
CA-2020-117947,88.02,23-08-2020
US-2017-111171,8.69,31-12-2017
CA-2018-138009,301.96,03-12-2018
CA-2018-138009,555.21,03-12-2018
CA-2018-138009,523.48,03-12-2018
CA-2018-138009,161.82,03-12-2018
CA-2020-163020,35.56,19-09-2020
CA-2020-153787,97.16,23-05-2020
CA-2020-133431,15.24,21-12-2020
CA-2020-133431,13.23,21-12-2020
US-2019-135720,243.384,13-12-2019
US-2019-135720,119.8,13-12-2019
US-2019-135720,300.768,13-12-2019
CA-2020-144694,17.88,26-09-2020
CA-2020-144694,235.944,26-09-2020
CA-2018-168004,392.94,09-10-2018
US-2019-123470,18.882,21-08-2019
US-2019-123470,122.328,21-08-2019
CA-2019-115917,1049.2,25-05-2019
CA-2019-115917,15.424,25-05-2019
CA-2019-147067,18.84,22-12-2019
CA-2020-167913,330.4,03-08-2020
CA-2020-167913,26.25,03-08-2020
CA-2020-106103,132.52,15-06-2020
US-2020-127719,6.48,25-07-2020
CA-2020-126221,209.3,05-01-2021
CA-2019-103947,31.56,08-04-2019
CA-2019-103947,30.144,08-04-2019
CA-2019-160745,14.8,16-12-2019
CA-2019-160745,302.376,16-12-2019
CA-2019-160745,316,16-12-2019
CA-2019-132661,379.4,29-10-2019
CA-2020-140844,97.82,23-06-2020
CA-2020-140844,103.12,23-06-2020
CA-2019-137239,113.552,28-08-2019
CA-2019-137239,3.318,28-08-2019
CA-2019-137239,134.288,28-08-2019
US-2019-156097,701.372,19-09-2019
US-2019-156097,2.308,19-09-2019
CA-2018-146563,999.432,28-08-2018
CA-2018-146563,724.08,28-08-2018
CA-2018-146563,918.785,28-08-2018
CA-2018-146563,2.724,28-08-2018
CA-2019-123666,459.95,30-03-2019
CA-2019-143308,10.74,04-11-2019
CA-2020-132682,23.76,10-06-2020
CA-2020-132682,85.056,10-06-2020
CA-2020-132682,381.576,10-06-2020
CA-2017-156314,30.36,26-12-2017
US-2020-106663,23.976,13-06-2020
US-2020-106663,108.925,13-06-2020
US-2020-106663,36.352,13-06-2020
CA-2020-111178,19.56,22-06-2020
CA-2020-130351,61.44,08-12-2020
CA-2020-130351,38.9,08-12-2020
CA-2020-130351,99.39,08-12-2020
US-2020-119438,2.688,23-03-2020
US-2020-119438,27.816,23-03-2020
US-2020-119438,82.524,23-03-2020
US-2020-119438,182.994,23-03-2020
CA-2019-164511,14.352,24-11-2019
CA-2019-164511,64.96,24-11-2019
CA-2019-164511,68.6,24-11-2019
US-2020-168116,7999.98,04-11-2020
US-2020-168116,167.44,04-11-2020
CA-2017-157784,479.97,08-07-2017
CA-2017-157784,14.62,08-07-2017
CA-2017-157784,19.44,08-07-2017
CA-2020-161480,191.984,29-12-2020
US-2017-117135,104.01,23-06-2017
US-2017-117135,284.82,23-06-2017
US-2017-117135,36.84,23-06-2017
CA-2018-131534,166.24,02-04-2018
CA-2018-131534,33.4,02-04-2018
CA-2018-119291,198.272,17-05-2018
CA-2018-119291,47.36,17-05-2018
CA-2018-119291,200.984,17-05-2018
CA-2018-119291,97.696,17-05-2018
CA-2018-119291,2.696,17-05-2018
CA-2018-119291,18.588,17-05-2018
CA-2018-119291,4.896,17-05-2018
CA-2020-114552,15.072,08-09-2020
CA-2019-163755,209.88,08-11-2019
